国家,确诊,治愈,死亡,日期,累计确诊,现存确诊,累计治愈,累计死亡
也门共和国,87,1,13,2020-05-15,4441076,2561520,1576290,303266
开曼群岛,85,0,2,2020-05-15,4441076,2561520,1576290,303266
巴巴多斯,85,0,7,2020-05-15,4441076,2561520,1576290,303266
列支敦士登,83,55,1,2020-05-15,4441076,2561520,1576290,303266
荷属圣马丁,78,0,15,2020-05-15,4441076,2561520,1576290,303266
美属维尔京群岛,69,0,6,2020-05-15,4441076,2561520,1576290,303266
马拉维,63,24,3,2020-05-15,4441076,2561520,1576290,303266
叙利亚,48,27,3,2020-05-15,4441076,2561520,1576290,303266
安哥拉,45,11,2,2020-05-15,4441076,2561520,1576290,303266
蒙古,42,10,0,2020-05-15,4441076,2561520,1576290,303266
圣马丁岛,39,0,3,2020-05-15,4441076,2561520,1576290,303266
津巴布韦,37,5,4,2020-05-15,4441076,2561520,1576290,303266
布隆迪共和国,27,4,1,2020-05-15,4441076,2561520,1576290,303266
尼加拉瓜,25,0,8,2020-05-15,4441076,2561520,1576290,303266
博茨瓦纳,24,0,1,2020-05-15,4441076,2561520,1576290,303266
冈比亚,23,2,1,2020-05-15,4441076,2561520,1576290,303266
北马里亚纳群岛联邦,19,0,2,2020-05-15,4441076,2561520,1576290,303266
不丹,15,0,0,2020-05-15,4441076,2561520,1576290,303266
梵蒂冈,12,0,0,2020-05-15,4441076,2561520,1576290,303266
科摩罗,11,0,1,2020-05-15,4441076,2561520,1576290,303266
毛里塔尼亚,9,6,1,2020-05-15,4441076,2561520,1576290,303266
莱索托,1,0,0,2020-05-15,4441076,2561520,1576290,303266
美国,1395265,243430,84313,2020-05-14,4348432,2509911,1540426,298095
俄罗斯,252245,53530,2305,2020-05-14,4348432,2509911,1540426,298095
英国,233151,539,33614,2020-05-14,4348432,2509911,1540426,298095
西班牙,229540,143374,27321,2020-05-14,4348432,2509911,1540426,298095
意大利,222104,112541,31106,2020-05-14,4348432,2509911,1540426,298095
巴西,192081,78424,13276,2020-05-14,4348432,2509911,1540426,298095
德国,172239,150300,7723,2020-05-14,4348432,2509911,1540426,298095
土耳其,143114,101715,3952,2020-05-14,4348432,2509911,1540426,298095
法国,140734,58673,27074,2020-05-14,4348432,2509911,1540426,298095
伊朗,114533,90539,6854,2020-05-14,4348432,2509911,1540426,298095
中国,90217,85187,4698,2020-05-14,4348432,2509911,1540426,298095
印度,78003,26235,2549,2020-05-14,4348432,2509911,1540426,298095
秘鲁,76306,24324,2169,2020-05-14,4348432,2509911,1540426,298095
加拿大,72536,35164,5337,2020-05-14,4348432,2509911,1540426,298095
比利时,54288,14111,8903,2020-05-14,4348432,2509911,1540426,298095
沙特阿拉伯,46869,19051,283,2020-05-14,4348432,2509911,1540426,298095
荷兰,43481,291,5590,2020-05-14,4348432,2509911,1540426,298095
墨西哥,40186,26990,4220,2020-05-14,4348432,2509911,1540426,298095
巴基斯坦,35788,9695,770,2020-05-14,4348432,2509911,1540426,298095
智利,34381,14865,347,2020-05-14,4348432,2509911,1540426,298095
厄瓜多尔,30486,3433,2334,2020-05-14,4348432,2509911,1540426,298095
瑞士,30381,27045,1588,2020-05-14,4348432,2509911,1540426,298095
瑞典,28693,4971,3550,2020-05-14,4348432,2509911,1540426,298095
卡塔尔,28272,3356,14,2020-05-14,4348432,2509911,1540426,298095
葡萄牙,28132,2549,1175,2020-05-14,4348432,2509911,1540426,298095
