国家,确诊,治愈,死亡,日期,累计确诊,现存确诊,累计治愈,累计死亡
厄瓜多尔,7446,501,333,2020-04-13,1885945,1275225,492149,118571
智利,7213,2059,80,2020-04-13,1885945,1275225,492149,118571
波兰,6674,439,232,2020-04-13,1885945,1275225,492149,118571
挪威,6485,0,126,2020-04-13,1885945,1275225,492149,118571
澳大利亚,6359,119,61,2020-04-13,1885945,1275225,492149,118571
罗马尼亚,6300,852,306,2020-04-13,1885945,1275225,492149,118571
丹麦,6174,894,273,2020-04-13,1885945,1275225,492149,118571
捷克,5952,464,138,2020-04-13,1885945,1275225,492149,118571
巴基斯坦,5230,762,91,2020-04-13,1885945,1275225,492149,118571
沙特阿拉伯,4934,805,65,2020-04-13,1885945,1275225,492149,118571
菲律宾,4932,242,315,2020-04-13,1885945,1275225,492149,118571
马来西亚,4817,2276,77,2020-04-13,1885945,1275225,492149,118571
墨西哥,4661,1,296,2020-04-13,1885945,1275225,492149,118571
印度尼西亚,4241,359,373,2020-04-13,1885945,1275225,492149,118571
阿联酋,4123,852,25,2020-04-13,1885945,1275225,492149,118571
塞尔维亚,4054,118,85,2020-04-13,1885945,1275225,492149,118571
卢森堡,3281,241,66,2020-04-13,1885945,1275225,492149,118571
卡塔尔,3231,334,7,2020-04-13,1885945,1275225,492149,118571
乌克兰,3102,97,93,2020-04-13,1885945,1275225,492149,118571
芬兰,3064,10,59,2020-04-13,1885945,1275225,492149,118571
巴拿马,2974,4,74,2020-04-13,1885945,1275225,492149,118571
哥伦比亚,2776,85,109,2020-04-13,1885945,1275225,492149,118571
多米尼加,2620,0,126,2020-04-13,1885945,1275225,492149,118571
泰国,2579,1288,40,2020-04-13,1885945,1275225,492149,118571
新加坡,2532,560,8,2020-04-13,1885945,1275225,492149,118571
俄罗斯,2226,169,23,2020-04-13,1885945,1275225,492149,118571
白俄罗斯,2226,169,23,2020-04-13,1885945,1275225,492149,118571
阿根廷,2208,468,95,2020-04-13,1885945,1275225,492149,118571
南非,2173,45,25,2020-04-13,1885945,1275225,492149,118571
希腊,2145,19,99,2020-04-13,1885945,1275225,492149,118571
埃及,2065,447,159,2020-04-13,1885945,1275225,492149,118571
阿尔及利亚,1914,591,293,2020-04-13,1885945,1275225,492149,118571
摩洛哥,1746,196,120,2020-04-13,1885945,1275225,492149,118571
冰岛,1711,933,8,2020-04-13,1885945,1275225,492149,118571
克罗地亚,1660,373,23,2020-04-13,1885945,1275225,492149,118571
摩尔多瓦,1560,75,30,2020-04-13,1885945,1275225,492149,118571
匈牙利,1458,120,109,2020-04-13,1885945,1275225,492149,118571
伊拉克,1352,640,76,2020-04-13,1885945,1275225,492149,118571
巴林,1348,591,6,2020-04-13,1885945,1275225,492149,118571
爱沙尼亚,1332,93,28,2020-04-13,1885945,1275225,492149,118571
科威特,1300,150,2,2020-04-13,1885945,1275225,492149,118571
斯洛文尼亚,1205,150,53,2020-04-13,1885945,1275225,492149,118571
阿塞拜疆,1098,250,11,2020-04-13,1885945,1275225,492149,118571
新西兰,1064,546,5,2020-04-13,1885945,1275225,492149,118571
立陶宛,1062,101,24,2020-04-13,1885945,1275225,492149,118571
亚美尼亚,1039,211,14,2020-04-13,1885945,1275225,492149,118571
波黑,1000,193,39,2020-04-13,1885945,1275225,492149,118571
哈萨克斯坦,979,138,12,2020-04-13,1885945,1275225,492149,118571
乌兹别克斯坦,865,66,4,2020-04-13,1885945,1275225,492149,118571
喀麦隆,848,98,14,2020-04-13,1885945,1275225,492149,118571
北马其顿,828,41,34,2020-04-13,1885945,1275225,492149,118571
孟加拉国,803,42,39,2020-04-13,1885945,1275225,492149,118571
波多黎各,788,0,42,2020-04-13,1885945,1275225,492149,118571
斯洛伐克,769,107,2,2020-04-13,1885945,1275225,492149,118571
阿曼,727,124,4,2020-04-13,1885945,1275225,492149,118571
钻石公主号邮轮,712,574,11,2020-04-13,1885945,1275225,492149,118571
突尼斯,707,0,31,2020-04-13,1885945,1275225,492149,118571
保加利亚,675,3,29,2020-04-13,1885945,1275225,492149,118571
拉脱维亚,653,0,5,2020-04-13,1885945,1275225,492149,118571
安道尔,646,139,29,2020-04-13,1885945,1275225,492149,118571
塞浦路斯,633,0,15,2020-04-13,1885945,1275225,492149,118571
黎巴嫩,632,80,20,2020-04-13,1885945,1275225,492149,118571
古巴,620,0,16,2020-04-13,1885945,1275225,492149,118571
阿富汗,607,38,19,2020-04-13,1885945,1275225,492149,118571
科特迪瓦,574,85,5,2020-04-13,1885945,1275225,492149,118571
加纳,566,4,8,2020-04-13,1885945,1275225,492149,118571
哥斯达黎加,558,0,3,2020-04-13,1885945,1275225,492149,118571
尼日尔,529,75,12,2020-04-13,1885945,1275225,492149,118571
乌拉圭,512,231,21,2020-04-13,1885945,1275225,492149,118571
布基纳法索,497,161,27,2020-04-13,1885945,1275225,492149,118571
阿尔巴尼亚,446,217,23,2020-04-13,1885945,1275225,492149,118571
吉尔吉斯斯坦,419,67,5,2020-04-13,1885945,1275225,492149,118571
洪都拉斯,392,0,24,2020-04-13,1885945,1275225,492149,118571
约旦,389,201,7,2020-04-13,1885945,1275225,492149,118571
留尼旺,388,0,0,2020-04-13,1885945,1275225,492149,118571
马耳他,384,44,3,2020-04-13,1885945,1275225,492149,118571
圣马力诺,356,2,35,2020-04-13,1885945,1275225,492149,118571
毛里求斯,324,42,9,2020-04-13,1885945,1275225,492149,118571
尼日利亚,323,85,10,2020-04-13,1885945,1275225,492149,118571
吉布提,298,41,2,2020-04-13,1885945,1275225,492149,118571
塞内加尔,291,178,2,2020-04-13,1885945,1275225,492149,118571
玻利维亚,275,0,20,2020-04-13,1885945,1275225,492149,118571
巴勒斯坦,268,46,2,2020-04-13,1885945,1275225,492149,118571
黑山,267,5,3,2020-04-13,1885945,1275225,492149,118571
格鲁吉亚,266,67,3,2020-04-13,1885945,1275225,492149,118571
越南,265,145,0,2020-04-13,1885945,1275225,492149,118571
几内亚,250,17,0,2020-04-13,1885945,1275225,492149,118571
刚果（金）,235,17,20,2020-04-13,1885945,1275225,492149,118571
斯里兰卡,214,57,7,2020-04-13,1885945,1275225,492149,118571
肯尼亚,208,40,9,2020-04-13,1885945,1275225,492149,118571
马恩岛,204,0,1,2020-04-13,1885945,1275225,492149,118571
根西岛,200,0,6,2020-04-13,1885945,1275225,492149,118571
泽西岛,198,0,4,2020-04-13,1885945,1275225,492149,118571
马约特,191,0,2,2020-04-13,1885945,1275225,492149,118571
法罗群岛,184,0,0,2020-04-13,1885945,1275225,492149,118571
委内瑞拉,171,0,9,2020-04-13,1885945,1275225,492149,118571
马提尼克,155,0,6,2020-04-13,1885945,1275225,492149,118571
瓜德罗普岛,143,0,8,2020-04-13,1885945,1275225,492149,118571
危地马拉,137,0,3,2020-04-13,1885945,1275225,492149,118571
文莱,136,99,1,2020-04-13,1885945,1275225,492149,118571
巴拉圭,134,12,6,2020-04-13,1885945,1275225,492149,118571
关岛,133,0,5,2020-04-13,1885945,1275225,492149,118571
卢旺达,126,25,0,2020-04-13,1885945,1275225,492149,118571
马里,123,26,10,2020-04-13,1885945,1275225,492149,118571
柬埔寨,122,50,0,2020-04-13,1885945,1275225,492149,118571
萨尔瓦多,118,0,6,2020-04-13,1885945,1275225,492149,118571
直布罗陀,113,0,1,2020-04-13,1885945,1275225,492149,118571
特立尼达和多巴哥,109,0,8,2020-04-13,1885945,1275225,492149,118571
马达加斯加,106,20,0,2020-04-13,1885945,1275225,492149,118571
摩纳哥,93,3,1,2020-04-13,1885945,1275225,492149,118571
阿鲁巴,92,0,0,2020-04-13,1885945,1275225,492149,118571
圭亚那,86,0,0,2020-04-13,1885945,1275225,492149,118571
法属圭亚那,86,0,0,2020-04-13,1885945,1275225,492149,118571
列支敦士登,80,0,1,2020-04-13,1885945,1275225,492149,118571
多哥,77,29,3,2020-04-13,1885945,1275225,492149,118571
埃塞俄比亚,74,14,3,2020-04-13,1885945,1275225,492149,118571
刚果（布）,70,8,5,2020-04-13,1885945,1275225,492149,118571
巴巴多斯,67,0,4,2020-04-13,1885945,1275225,492149,118571
牙买加,65,0,4,2020-04-13,1885945,1275225,492149,118571
利比里亚,59,4,6,2020-04-13,1885945,1275225,492149,118571
加蓬,57,1,1,2020-04-13,1885945,1275225,492149,118571
乌干达,54,18,0,2020-04-13,1885945,1275225,492149,118571
美属维尔京群岛,53,0,1,2020-04-13,1885945,1275225,492149,118571
法属波利尼西亚,51,0,0,2020-04-13,1885945,1275225,492149,118571
荷属圣马丁,50,0,9,2020-04-13,1885945,1275225,492149,118571
百慕大,48,0,4,2020-04-13,1885945,1275225,492149,118571
坦桑尼亚,46,7,3,2020-04-13,1885945,1275225,492149,118571
开曼群岛,45,0,2,2020-04-13,1885945,1275225,492149,118571
赞比亚共和国,45,30,2,2020-04-13,1885945,1275225,492149,118571
巴哈马,42,0,8,2020-04-13,1885945,1275225,492149,118571
缅甸,41,2,4,2020-04-13,1885945,1275225,492149,118571
几内亚比绍,39,0,0,2020-04-13,1885945,1275225,492149,118571
贝宁,35,5,2,2020-04-13,1885945,1275225,492149,118571
厄立特里亚,34,0,0,2020-04-13,1885945,1275225,492149,118571
圣马丁岛,33,0,2,2020-04-13,1885945,1275225,492149,118571
海地,31,0,2,2020-04-13,1885945,1275225,492149,118571
叙利亚,25,4,2,2020-04-13,1885945,1275225,492149,118571
利比亚,25,9,5,2020-04-13,1885945,1275225,492149,118571
赤道几内亚,21,3,0,2020-04-13,1885945,1275225,492149,118571
安提瓜和巴布达,21,0,2,2020-04-13,1885945,1275225,492149,118571
索马里,21,1,1,2020-04-13,1885945,1275225,492149,118571
莫桑比克,21,2,0,2020-04-13,1885945,1275225,492149,118571
马尔代夫,20,14,0,2020-04-13,1885945,1275225,492149,118571
苏丹,19,2,2,2020-04-13,1885945,1275225,492149,118571
安哥拉,19,4,2,2020-04-13,1885945,1275225,492149,118571
老挝,19,0,0,2020-04-13,1885945,1275225,492149,118571
蒙古,16,2,0,2020-04-13,1885945,1275225,492149,118571
斐济,16,0,0,2020-04-13,1885945,1275225,492149,118571
多米尼克,16,0,0,2020-04-13,1885945,1275225,492149,118571
马拉维,16,0,2,2020-04-13,1885945,1275225,492149,118571
圣卢西亚,15,0,0,2020-04-13,1885945,1275225,492149,118571
尼泊尔,14,1,0,2020-04-13,1885945,1275225,492149,118571
斯威士兰,14,7,0,2020-04-13,1885945,1275225,492149,118571
库拉索岛,14,0,1,2020-04-13,1885945,1275225,492149,118571
津巴布韦,14,0,3,2020-04-13,1885945,1275225,492149,118571
格林那达,14,0,0,2020-04-13,1885945,1275225,492149,118571
博茨瓦纳,13,0,1,2020-04-13,1885945,1275225,492149,118571
圣文森特和格林纳丁斯,12,0,0,2020-04-13,1885945,1275225,492149,118571
圣其茨和尼维斯,12,0,0,2020-04-13,1885945,1275225,492149,118571
塞舌尔,11,0,0,2020-04-13,1885945,1275225,492149,118571
中非共和国,11,0,0,2020-04-13,1885945,1275225,492149,118571
乍得,11,0,0,2020-04-13,1885945,1275225,492149,118571
北马里亚纳群岛联邦,11,0,2,2020-04-13,1885945,1275225,492149,118571
苏里南,10,4,1,2020-04-13,1885945,1275225,492149,118571
伯利兹,10,0,2,2020-04-13,1885945,1275225,492149,118571
塞拉利昂,10,0,0,2020-04-13,1885945,1275225,492149,118571
冈比亚,9,2,1,2020-04-13,1885945,1275225,492149,118571
蒙特塞拉特,9,0,0,2020-04-13,1885945,1275225,492149,118571
梵蒂冈,8,0,0,2020-04-13,1885945,1275225,492149,118571
佛得角,8,1,1,2020-04-13,1885945,1275225,492149,118571
特克斯和凯科斯群岛,8,0,1,2020-04-13,1885945,1275225,492149,118571
毛里塔尼亚,7,2,1,2020-04-13,1885945,1275225,492149,118571
尼加拉瓜,7,0,1,2020-04-13,1885945,1275225,492149,118571
布隆迪共和国,5,0,0,2020-04-13,1885945,1275225,492149,118571
福克兰群岛,5,0,0,2020-04-13,1885945,1275225,492149,118571
南苏丹,4,0,0,2020-04-13,1885945,1275225,492149,118571
东帝汶,2,0,0,2020-04-13,1885945,1275225,492149,118571
巴布亚新几内亚,2,0,0,2020-04-13,1885945,1275225,492149,118571
圣皮埃尔和密克隆群岛,1,0,0,2020-04-13,1885945,1275225,492149,118571
也门共和国,1,0,0,2020-04-13,1885945,1275225,492149,118571
美国,530830,32314,20646,2020-04-12,1827082,1245057,468363,113662
西班牙,166019,62391,16972,2020-04-12,1827082,1245057,468363,113662
中国,160548,149675,6646,2020-04-12,1827082,1245057,468363,113662
意大利,152860,32534,19468,2020-04-12,1827082,1245057,468363,113662
德国,120479,60200,2673,2020-04-12,1827082,1245057,468363,113662
法国,93790,26391,13832,2020-04-12,1827082,1245057,468363,113662
英国,84279,344,10612,2020-04-12,1827082,1245057,468363,113662
伊朗,71686,43894,4474,2020-04-12,1827082,1245057,468363,113662
土耳其,52167,2965,1101,2020-04-12,1827082,1245057,468363,113662
比利时,29647,6463,3600,2020-04-12,1827082,1245057,468363,113662
荷兰,25587,291,2737,2020-04-12,1827082,1245057,468363,113662
瑞士,25135,12100,858,2020-04-12,1827082,1245057,468363,113662
加拿大,23318,2770,653,2020-04-12,1827082,1245057,468363,113662
巴西,20727,127,1124,2020-04-12,1827082,1245057,468363,113662
葡萄牙,16585,277,504,2020-04-12,1827082,1245057,468363,113662
俄罗斯,15770,1291,130,2020-04-12,1827082,1245057,468363,113662
奥地利,13560,2507,319,2020-04-12,1827082,1245057,468363,113662
以色列,10878,1388,103,2020-04-12,1827082,1245057,468363,113662
韩国,10480,7243,211,2020-04-12,1827082,1245057,468363,113662
瑞典,10151,17,887,2020-04-12,1827082,1245057,468363,113662
爱尔兰,8089,62,320,2020-04-12,1827082,1245057,468363,113662
日本,7423,404,138,2020-04-12,1827082,1245057,468363,113662
厄瓜多尔,7257,411,315,2020-04-12,1827082,1245057,468363,113662
智利,6927,1571,73,2020-04-12,1827082,1245057,468363,113662
挪威,6408,0,117,2020-04-12,1827082,1245057,468363,113662
澳大利亚,6313,119,59,2020-04-12,1827082,1245057,468363,113662
丹麦,5996,894,260,2020-04-12,1827082,1245057,468363,113662
罗马尼亚,5990,758,282,2020-04-12,1827082,1245057,468363,113662
波兰,5955,318,181,2020-04-12,1827082,1245057,468363,113662
秘鲁,5897,1569,169,2020-04-12,1827082,1245057,468363,113662
捷克,5831,411,129,2020-04-12,1827082,1245057,468363,113662
巴基斯坦,5011,762,77,2020-04-12,1827082,1245057,468363,113662
马来西亚,4683,2108,76,2020-04-12,1827082,1245057,468363,113662
菲律宾,4648,197,297,2020-04-12,1827082,1245057,468363,113662
沙特阿拉伯,4462,761,59,2020-04-12,1827082,1245057,468363,113662
印度,4241,359,373,2020-04-12,1827082,1245057,468363,113662
印度尼西亚,4241,359,373,2020-04-12,1827082,1245057,468363,113662
墨西哥,4219,1,273,2020-04-12,1827082,1245057,468363,113662
阿联酋,3736,588,20,2020-04-12,1827082,1245057,468363,113662
塞尔维亚,3630,118,80,2020-04-12,1827082,1245057,468363,113662
卢森堡,3270,241,62,2020-04-12,1827082,1245057,468363,113662
卡塔尔,2979,275,7,2020-04-12,1827082,1245057,468363,113662
芬兰,2905,10,49,2020-04-12,1827082,1245057,468363,113662
乌克兰,2777,89,83,2020-04-12,1827082,1245057,468363,113662
巴拿马,2752,4,66,2020-04-12,1827082,1245057,468363,113662
哥伦比亚,2709,85,100,2020-04-12,1827082,1245057,468363,113662
泰国,2551,1218,38,2020-04-12,1827082,1245057,468363,113662
多米尼加,2349,0,118,2020-04-12,1827082,1245057,468363,113662
新加坡,2299,406,7,2020-04-12,1827082,1245057,468363,113662
白俄罗斯,2226,169,23,2020-04-12,1827082,1245057,468363,113662
阿根廷,2142,358,89,2020-04-12,1827082,1245057,468363,113662
希腊,2114,19,98,2020-04-12,1827082,1245057,468363,113662
南非,2028,45,25,2020-04-12,1827082,1245057,468363,113662
埃及,1939,426,146,2020-04-12,1827082,1245057,468363,113662
阿尔及利亚,1825,460,275,2020-04-12,1827082,1245057,468363,113662
冰岛,1689,841,8,2020-04-12,1827082,1245057,468363,113662
克罗地亚,1660,373,23,2020-04-12,1827082,1245057,468363,113662
摩洛哥,1617,153,113,2020-04-12,1827082,1245057,468363,113662
摩尔多瓦,1560,75,30,2020-04-12,1827082,1245057,468363,113662
匈牙利,1410,118,99,2020-04-12,1827082,1245057,468363,113662
伊拉克,1352,640,76,2020-04-12,1827082,1245057,468363,113662
爱沙尼亚,1346,93,24,2020-04-12,1827082,1245057,468363,113662
科威特,1234,142,1,2020-04-12,1827082,1245057,468363,113662
斯洛文尼亚,1205,150,53,2020-04-12,1827082,1245057,468363,113662
阿塞拜疆,1098,250,11,2020-04-12,1827082,1245057,468363,113662
巴林,1087,557,6,2020-04-12,1827082,1245057,468363,113662
新西兰,1049,471,4,2020-04-12,1827082,1245057,468363,113662
立陶宛,1026,54,23,2020-04-12,1827082,1245057,468363,113662
亚美尼亚,1013,197,13,2020-04-12,1827082,1245057,468363,113662
波黑,1000,193,39,2020-04-12,1827082,1245057,468363,113662
哈萨克斯坦,880,81,10,2020-04-12,1827082,1245057,468363,113662
喀麦隆,836,98,12,2020-04-12,1827082,1245057,468363,113662
北马其顿,828,41,34,2020-04-12,1827082,1245057,468363,113662
斯洛伐克,742,23,2,2020-04-12,1827082,1245057,468363,113662
波多黎各,725,0,39,2020-04-12,1827082,1245057,468363,113662
钻石公主号邮轮,712,574,11,2020-04-12,1827082,1245057,468363,113662
突尼斯,685,0,28,2020-04-12,1827082,1245057,468363,113662
保加利亚,669,3,28,2020-04-12,1827082,1245057,468363,113662
安道尔,638,128,29,2020-04-12,1827082,1245057,468363,113662
塞浦路斯,633,0,15,2020-04-12,1827082,1245057,468363,113662
黎巴嫩,630,77,20,2020-04-12,1827082,1245057,468363,113662
拉脱维亚,630,0,3,2020-04-12,1827082,1245057,468363,113662
乌兹别克斯坦,624,30,3,2020-04-12,1827082,1245057,468363,113662
孟加拉国,621,39,34,2020-04-12,1827082,1245057,468363,113662
阿富汗,607,38,19,2020-04-12,1827082,1245057,468363,113662
阿曼,599,109,3,2020-04-12,1827082,1245057,468363,113662
古巴,564,0,15,2020-04-12,1827082,1245057,468363,113662
哥斯达黎加,539,0,3,2020-04-12,1827082,1245057,468363,113662
科特迪瓦,533,58,4,2020-04-12,1827082,1245057,468363,113662
乌拉圭,501,224,21,2020-04-12,1827082,1245057,468363,113662
尼日尔,491,50,11,2020-04-12,1827082,1245057,468363,113662
布基纳法索,484,155,27,2020-04-12,1827082,1245057,468363,113662
阿尔巴尼亚,446,217,23,2020-04-12,1827082,1245057,468363,113662
加纳,408,4,8,2020-04-12,1827082,1245057,468363,113662
洪都拉斯,382,0,23,2020-04-12,1827082,1245057,468363,113662
留尼旺,382,0,0,2020-04-12,1827082,1245057,468363,113662
约旦,381,177,7,2020-04-12,1827082,1245057,468363,113662
马耳他,378,44,3,2020-04-12,1827082,1245057,468363,113662
吉尔吉斯斯坦,377,54,5,2020-04-12,1827082,1245057,468363,113662
圣马力诺,344,2,34,2020-04-12,1827082,1245057,468363,113662
毛里求斯,324,42,9,2020-04-12,1827082,1245057,468363,113662
尼日利亚,318,70,10,2020-04-12,1827082,1245057,468363,113662
塞内加尔,280,171,2,2020-04-12,1827082,1245057,468363,113662
巴勒斯坦,268,46,2,2020-04-12,1827082,1245057,468363,113662
玻利维亚,268,0,19,2020-04-12,1827082,1245057,468363,113662
黑山,267,5,3,2020-04-12,1827082,1245057,468363,113662
越南,260,144,0,2020-04-12,1827082,1245057,468363,113662
格鲁吉亚,252,63,3,2020-04-12,1827082,1245057,468363,113662
几内亚,250,17,0,2020-04-12,1827082,1245057,468363,113662
刚果（金）,234,16,20,2020-04-12,1827082,1245057,468363,113662
吉布提,215,36,2,2020-04-12,1827082,1245057,468363,113662
斯里兰卡,203,55,7,2020-04-12,1827082,1245057,468363,113662
肯尼亚,197,25,7,2020-04-12,1827082,1245057,468363,113662
根西岛,191,0,5,2020-04-12,1827082,1245057,468363,113662
马约特,191,0,2,2020-04-12,1827082,1245057,468363,113662
马恩岛,190,0,1,2020-04-12,1827082,1245057,468363,113662
法罗群岛,184,0,0,2020-04-12,1827082,1245057,468363,113662
泽西岛,183,0,4,2020-04-12,1827082,1245057,468363,113662
委内瑞拉,171,0,9,2020-04-12,1827082,1245057,468363,113662
马提尼克,154,0,6,2020-04-12,1827082,1245057,468363,113662
瓜德罗普岛,143,0,8,2020-04-12,1827082,1245057,468363,113662
文莱,136,99,1,2020-04-12,1827082,1245057,468363,113662
巴拉圭,134,12,6,2020-04-12,1827082,1245057,468363,113662
关岛,130,0,4,2020-04-12,1827082,1245057,468363,113662
危地马拉,126,0,3,2020-04-12,1827082,1245057,468363,113662
柬埔寨,120,50,0,2020-04-12,1827082,1245057,468363,113662
卢旺达,120,18,0,2020-04-12,1827082,1245057,468363,113662
萨尔瓦多,117,0,6,2020-04-12,1827082,1245057,468363,113662
马里,116,25,9,2020-04-12,1827082,1245057,468363,113662
直布罗陀,113,0,1,2020-04-12,1827082,1245057,468363,113662
特立尼达和多巴哥,109,0,8,2020-04-12,1827082,1245057,468363,113662
马达加斯加,102,11,0,2020-04-12,1827082,1245057,468363,113662
摩纳哥,92,3,1,2020-04-12,1827082,1245057,468363,113662
阿鲁巴,86,0,0,2020-04-12,1827082,1245057,468363,113662
圭亚那,84,8,6,2020-04-12,1827082,1245057,468363,113662
法属圭亚那,84,0,0,2020-04-12,1827082,1245057,468363,113662
列支敦士登,80,0,1,2020-04-12,1827082,1245057,468363,113662
多哥,76,25,3,2020-04-12,1827082,1245057,468363,113662
埃塞俄比亚,71,10,3,2020-04-12,1827082,1245057,468363,113662
刚果（布）,70,5,5,2020-04-12,1827082,1245057,468363,113662
巴巴多斯,66,0,4,2020-04-12,1827082,1245057,468363,113662
牙买加,63,0,4,2020-04-12,1827082,1245057,468363,113662
乌干达,53,18,0,2020-04-12,1827082,1245057,468363,113662
法属波利尼西亚,51,0,0,2020-04-12,1827082,1245057,468363,113662
美属维尔京群岛,50,0,1,2020-04-12,1827082,1245057,468363,113662
荷属圣马丁,50,0,9,2020-04-12,1827082,1245057,468363,113662
百慕大,48,0,4,2020-04-12,1827082,1245057,468363,113662
加蓬,46,1,1,2020-04-12,1827082,1245057,468363,113662
开曼群岛,45,0,2,2020-04-12,1827082,1245057,468363,113662
赞比亚共和国,43,30,2,2020-04-12,1827082,1245057,468363,113662
巴哈马,41,0,8,2020-04-12,1827082,1245057,468363,113662
缅甸,39,2,4,2020-04-12,1827082,1245057,468363,113662
几内亚比绍,39,0,0,2020-04-12,1827082,1245057,468363,113662
利比里亚,37,3,5,2020-04-12,1827082,1245057,468363,113662
贝宁,35,5,1,2020-04-12,1827082,1245057,468363,113662
厄立特里亚,34,0,0,2020-04-12,1827082,1245057,468363,113662
圣马丁岛,32,0,2,2020-04-12,1827082,1245057,468363,113662
坦桑尼亚,32,5,3,2020-04-12,1827082,1245057,468363,113662
海地,30,0,2,2020-04-12,1827082,1245057,468363,113662
叙利亚,25,4,2,2020-04-12,1827082,1245057,468363,113662
利比亚,25,3,5,2020-04-12,1827082,1245057,468363,113662
索马里,21,1,1,2020-04-12,1827082,1245057,468363,113662
莫桑比克,20,1,0,2020-04-12,1827082,1245057,468363,113662
马尔代夫,19,13,0,2020-04-12,1827082,1245057,468363,113662
苏丹,19,2,2,2020-04-12,1827082,1245057,468363,113662
安提瓜和巴布达,19,0,2,2020-04-12,1827082,1245057,468363,113662
安哥拉,19,4,2,2020-04-12,1827082,1245057,468363,113662
老挝,19,0,0,2020-04-12,1827082,1245057,468363,113662
赤道几内亚,18,3,0,2020-04-12,1827082,1245057,468363,113662
新喀里多尼亚,18,0,0,2020-04-12,1827082,1245057,468363,113662
蒙古,16,2,0,2020-04-12,1827082,1245057,468363,113662
纳米比亚,16,3,0,2020-04-12,1827082,1245057,468363,113662
斐济,16,0,0,2020-04-12,1827082,1245057,468363,113662
多米尼克,16,0,0,2020-04-12,1827082,1245057,468363,113662
斯威士兰,14,7,0,2020-04-12,1827082,1245057,468363,113662
库拉索岛,14,0,1,2020-04-12,1827082,1245057,468363,113662
圣卢西亚,14,0,0,2020-04-12,1827082,1245057,468363,113662
津巴布韦,14,0,3,2020-04-12,1827082,1245057,468363,113662
格林那达,14,0,0,2020-04-12,1827082,1245057,468363,113662
博茨瓦纳,13,0,1,2020-04-12,1827082,1245057,468363,113662
尼泊尔,12,1,0,2020-04-12,1827082,1245057,468363,113662
圣文森特和格林纳丁斯,12,0,0,2020-04-12,1827082,1245057,468363,113662
马拉维,12,0,2,2020-04-12,1827082,1245057,468363,113662
塞舌尔,11,0,0,2020-04-12,1827082,1245057,468363,113662
中非共和国,11,0,0,2020-04-12,1827082,1245057,468363,113662
格陵兰,11,0,0,2020-04-12,1827082,1245057,468363,113662
乍得,11,0,0,2020-04-12,1827082,1245057,468363,113662
圣其茨和尼维斯,11,0,0,2020-04-12,1827082,1245057,468363,113662
北马里亚纳群岛联邦,11,0,2,2020-04-12,1827082,1245057,468363,113662
苏里南,10,4,1,2020-04-12,1827082,1245057,468363,113662
伯利兹,10,0,1,2020-04-12,1827082,1245057,468363,113662
塞拉利昂,10,0,0,2020-04-12,1827082,1245057,468363,113662
冈比亚,9,2,1,2020-04-12,1827082,1245057,468363,113662
蒙特塞拉特,9,0,0,2020-04-12,1827082,1245057,468363,113662
梵蒂冈,8,0,0,2020-04-12,1827082,1245057,468363,113662
佛得角,8,1,1,2020-04-12,1827082,1245057,468363,113662
特克斯和凯科斯群岛,8,0,1,2020-04-12,1827082,1245057,468363,113662
毛里塔尼亚,7,2,1,2020-04-12,1827082,1245057,468363,113662
尼加拉瓜,7,0,1,2020-04-12,1827082,1245057,468363,113662
圣巴泰勒米,6,0,0,2020-04-12,1827082,1245057,468363,113662
圣巴泰勒米岛,6,0,0,2020-04-12,1827082,1245057,468363,113662
不丹,5,0,0,2020-04-12,1827082,1245057,468363,113662
布隆迪共和国,5,0,0,2020-04-12,1827082,1245057,468363,113662
福克兰群岛,5,0,0,2020-04-12,1827082,1245057,468363,113662
南苏丹,4,0,0,2020-04-12,1827082,1245057,468363,113662
圣多美和普林西比,4,0,0,2020-04-12,1827082,1245057,468363,113662
英属维尔京群岛,3,0,0,2020-04-12,1827082,1245057,468363,113662
安圭拉,3,0,0,2020-04-12,1827082,1245057,468363,113662
东帝汶,2,0,0,2020-04-12,1827082,1245057,468363,113662
巴布亚新几内亚,2,0,0,2020-04-12,1827082,1245057,468363,113662
荷兰加勒比地区,2,0,0,2020-04-12,1827082,1245057,468363,113662
圣皮埃尔和密克隆群岛,1,0,0,2020-04-12,1827082,1245057,468363,113662
也门共和国,1,0,0,2020-04-12,1827082,1245057,468363,113662
美国,501615,29192,18781,2020-04-11,1741159,1182301,451149,107709
西班牙,161852,59109,16353,2020-04-11,1741159,1182301,451149,107709
中国,160903,150092,6639,2020-04-11,1741159,1182301,451149,107709
意大利,148217,30455,18849,2020-04-11,1741159,1182301,451149,107709
德国,117658,57443,2544,2020-04-11,1741159,1182301,451149,107709
法国,90676,24932,13197,2020-04-11,1741159,1182301,451149,107709
英国,78991,135,9875,2020-04-11,1741159,1182301,451149,107709
伊朗,70029,41947,4357,2020-04-11,1741159,1182301,451149,107709
土耳其,47029,2423,1006,2020-04-11,1741159,1182301,451149,107709
比利时,28018,5986,3446,2020-04-11,1741159,1182301,451149,107709
瑞士,24713,11100,1013,2020-04-11,1741159,1182301,451149,107709
荷兰,23097,2954,2511,2020-04-11,1741159,1182301,451149,107709
加拿大,22148,2770,569,2020-04-11,1741159,1182301,451149,107709
巴西,19638,127,1056,2020-04-11,1741159,1182301,451149,107709
葡萄牙,15987,266,470,2020-04-11,1741159,1182301,451149,107709
